County,Data Generation Date,OSHPD Project Status,Total Costs of OSHPD Projects,Number of OSHPD Projects,Collection of Counties
02 - Alpine,2018-05-31T00:00:00,In Closure,0,0,""
03 - Amador,2018-05-31T00:00:00,In Review,"$16,500.00 ",1,""
03 - Amador,2018-05-31T00:00:00,Pending Construction,0,0,""
03 - Amador,2018-05-31T00:00:00,In Construction,"$2,627,445.00 ",2,""
03 - Amador,2018-05-31T00:00:00,In Closure,"$1,941,898.00 ",3,""
04 - Butte,2018-05-31T00:00:00,In Review,"$88,510,000.00 ",8,""
04 - Butte,2018-05-31T00:00:00,Pending Construction,"$39,400.00 ",2,""
04 - Butte,2018-05-31T00:00:00,In Construction,"$1,714,126.00 ",7,""
04 - Butte,2018-05-31T00:00:00,In Closure,"$104,592.00 ",2,""
05 - Calaveras,2018-05-31T00:00:00,In Review,0,0,""
05 - Calaveras,2018-05-31T00:00:00,Pending Construction,"$344,100.00 ",3,""
05 - Calaveras,2018-05-31T00:00:00,In Construction,"$35,000.00 ",1,""
05 - Calaveras,2018-05-31T00:00:00,In Closure,0,0,""
06 - Colusa,2018-05-31T00:00:00,In Review,0,0,""
06 - Colusa,2018-05-31T00:00:00,Pending Construction,0,0,""
06 - Colusa,2018-05-31T00:00:00,In Construction,0,0,""
06 - Colusa,2018-05-31T00:00:00,In Closure,0,0,""
07 - Contra Costa,2018-05-31T00:00:00,In Review,"$25,316,996.00 ",22,Bay Area Counties
07 - Contra Costa,2018-05-31T00:00:00,Pending Construction,"$7,796,369.00 ",36,Bay Area Counties
07 - Contra Costa,2018-05-31T00:00:00,In Construction,"$26,200,330.00 ",42,Bay Area Counties
07 - Contra Costa,2018-05-31T00:00:00,In Closure,"$22,704,048.00 ",29,Bay Area Counties
08 - Del Norte,2018-05-31T00:00:00,In Review,0,0,""
08 - Del Norte,2018-05-31T00:00:00,Pending Construction,"$614,200.00 ",4,""
08 - Del Norte,2018-05-31T00:00:00,In Construction,"$2,248,000.00 ",4,""
08 - Del Norte,2018-05-31T00:00:00,In Closure,"$21,578.00 ",1,""
09 - El Dorado,2018-05-31T00:00:00,In Review,"$3,000,000.00 ",8,Greater Sacramento Counties
09 - El Dorado,2018-05-31T00:00:00,Pending Construction,"$1,100,000.00 ",1,Greater Sacramento Counties
09 - El Dorado,2018-05-31T00:00:00,In Construction,"$22,487,748.00 ",20,Greater Sacramento Counties
09 - El Dorado,2018-05-31T00:00:00,In Closure,"$21,343.00 ",1,Greater Sacramento Counties
10 - Fresno,2018-05-31T00:00:00,In Review,"$57,785,232.00 ",21,""
10 - Fresno,2018-05-31T00:00:00,Pending Construction,"$76,977,914.00 ",23,""
10 - Fresno,2018-05-31T00:00:00,In Construction,"$64,483,642.00 ",80,""
10 - Fresno,2018-05-31T00:00:00,In Closure,"$3,292,571.00 ",14,""
11 - Glenn,2018-05-31T00:00:00,In Review,0,0,""
11 - Glenn,2018-05-31T00:00:00,Pending Construction,"$12,962,075.00 ",2,""
11 - Glenn,2018-05-31T00:00:00,In Construction,0,0,""
11 - Glenn,2018-05-31T00:00:00,In Closure,0,0,""
12 - Humboldt,2018-05-31T00:00:00,In Review,"$48,000.00 ",2,""
12 - Humboldt,2018-05-31T00:00:00,Pending Construction,"$1,608,100.00 ",3,""
12 - Humboldt,2018-05-31T00:00:00,In Construction,"$99,907,156.00 ",8,""
12 - Humboldt,2018-05-31T00:00:00,In Closure,0,0,""
13 - Imperial,2018-05-31T00:00:00,In Review,"$16,159,000.00 ",6,""
13 - Imperial,2018-05-31T00:00:00,Pending Construction,"$1,650,000.00 ",6,""
13 - Imperial,2018-05-31T00:00:00,In Construction,"$26,187,615.00 ",8,""
13 - Imperial,2018-05-31T00:00:00,In Closure,"$2,404,411.00 ",2,""
14 - Inyo,2018-05-31T00:00:00,In Review,"$100,000.00 ",3,""
14 - Inyo,2018-05-31T00:00:00,Pending Construction,"$30,000.00 ",1,""
14 - Inyo,2018-05-31T00:00:00,In Construction,"$1,200.00 ",1,""
14 - Inyo,2018-05-31T00:00:00,In Closure,"$45,000.00 ",1,""
15 - Kern,2018-05-31T00:00:00,In Review,"$75,069,750.00 ",24,""
15 - Kern,2018-05-31T00:00:00,Pending Construction,"$6,186,096.00 ",24,""
15 - Kern,2018-05-31T00:00:00,In Construction,"$45,075,998.00 ",51,""
15 - Kern,2018-05-31T00:00:00,In Closure,"$2,439,549.00 ",8,""
16 - Kings,2018-05-31T00:00:00,In Review,0,0,""
16 - Kings,2018-05-31T00:00:00,Pending Construction,"$185,000.00 ",2,""
16 - Kings,2018-05-31T00:00:00,In Construction,"$672,525.00 ",5,""
16 - Kings,2018-05-31T00:00:00,In Closure,"$138,897.00 ",2,""
17 - Lake,2018-05-31T00:00:00,In Review,"$421,195.00 ",2,""
17 - Lake,2018-05-31T00:00:00,Pending Construction,"$150,000.00 ",5,""
17 - Lake,2018-05-31T00:00:00,In Construction,"$5,678,479.00 ",12,""
17 - Lake,2018-05-31T00:00:00,In Closure,"$111,225.00 ",2,""
18 - Lassen,2018-05-31T00:00:00,In Review,"$7,664,986.00 ",4,""
18 - Lassen,2018-05-31T00:00:00,Pending Construction,"$197,292.00 ",2,""
18 - Lassen,2018-05-31T00:00:00,In Construction,"$1,259,877.00 ",6,""
18 - Lassen,2018-05-31T00:00:00,In Closure,0,0,""
19 - Los Angeles,2018-05-31T00:00:00,In Review,"$576,780,771.00 ",349,Greater Los Angeles Counties
19 - Los Angeles,2018-05-31T00:00:00,Pending Construction,"$437,058,916.00 ",396,Greater Los Angeles Counties
19 - Los Angeles,2018-05-31T00:00:00,In Construction,"$672,499,249.00 ",846,Greater Los Angeles Counties
19 - Los Angeles,2018-05-31T00:00:00,In Closure,"$116,123,579.00 ",216,Greater Los Angeles Counties
20 - Madera,2018-05-31T00:00:00,In Review,"$674,861.00 ",1,""
20 - Madera,2018-05-31T00:00:00,Pending Construction,"$496,964.00 ",4,""
20 - Madera,2018-05-31T00:00:00,In Construction,"$30,728,723.00 ",28,""
20 - Madera,2018-05-31T00:00:00,In Closure,"$1,420,944.00 ",6,""
21 - Marin,2018-05-31T00:00:00,In Review,"$9,299,042.00 ",13,Bay Area Counties
21 - Marin,2018-05-31T00:00:00,Pending Construction,"$39,205,356.00 ",16,Bay Area Counties
21 - Marin,2018-05-31T00:00:00,In Construction,"$272,291,875.00 ",41,Bay Area Counties
21 - Marin,2018-05-31T00:00:00,In Closure,"$4,653,746.00 ",9,Bay Area Counties
22 - Mariposa,2018-05-31T00:00:00,In Review,$0.00 ,0,""
22 - Mariposa,2018-05-31T00:00:00,Pending Construction,0,0,""
22 - Mariposa,2018-05-31T00:00:00,In Construction,0,0,""
22 - Mariposa,2018-05-31T00:00:00,In Closure,"$27,080.00 ",2,""
23 - Mendocino,2018-05-31T00:00:00,In Review,"$817,793.00 ",6,""
23 - Mendocino,2018-05-31T00:00:00,Pending Construction,"$573,400.00 ",5,""
23 - Mendocino,2018-05-31T00:00:00,In Construction,"$22,782,370.00 ",22,""
23 - Mendocino,2018-05-31T00:00:00,In Closure,"$10,800.00 ",2,""
24 - Merced,2018-05-31T00:00:00,In Review,"$337,068.00 ",1,""
24 - Merced,2018-05-31T00:00:00,Pending Construction,"$1,060,571.00 ",4,""
24 - Merced,2018-05-31T00:00:00,In Construction,"$2,164,040.00 ",7,""
24 - Merced,2018-05-31T00:00:00,In Closure,"$151,289.00 ",2,""
25 - Modoc,2018-05-31T00:00:00,In Review,"$19,200,000.00 ",1,""
25 - Modoc,2018-05-31T00:00:00,Pending Construction,0,0,""
25 - Modoc,2018-05-31T00:00:00,In Construction,"$45,000.00 ",1,""
25 - Modoc,2018-05-31T00:00:00,In Closure,0,0,""
26 - Mono,2018-05-31T00:00:00,In Review,$0.00 ,0,""
26 - Mono,2018-05-31T00:00:00,Pending Construction,0,0,""
26 - Mono,2018-05-31T00:00:00,In Construction,"$81,000.00 ",2,""
26 - Mono,2018-05-31T00:00:00,In Closure,0,0,""
27 - Monterey,2018-05-31T00:00:00,In Review,"$2,441,051.00 ",13,""
27 - Monterey,2018-05-31T00:00:00,Pending Construction,"$11,481,660.00 ",16,""
27 - Monterey,2018-05-31T00:00:00,In Construction,"$14,776,523.00 ",30,""
27 - Monterey,2018-05-31T00:00:00,In Closure,"$2,492,628.00 ",6,""
28 - Napa,2018-05-31T00:00:00,In Review,"$11,679,525.00 ",11,Bay Area Counties
28 - Napa,2018-05-31T00:00:00,Pending Construction,"$1,043,759.00 ",9,Bay Area Counties
28 - Napa,2018-05-31T00:00:00,In Construction,"$8,869,182.00 ",22,Bay Area Counties
28 - Napa,2018-05-31T00:00:00,In Closure,"$2,082,051.00 ",10,Bay Area Counties
29 - Nevada,2018-05-31T00:00:00,In Review,"$681,000.00 ",3,""
29 - Nevada,2018-05-31T00:00:00,Pending Construction,"$6,222,589.00 ",12,""
29 - Nevada,2018-05-31T00:00:00,In Construction,"$26,998,398.00 ",20,""
29 - Nevada,2018-05-31T00:00:00,In Closure,"$38,129.00 ",1,""
30 - Orange,2018-05-31T00:00:00,In Review,"$100,318,696.00 ",69,Greater Los Angeles Counties
30 - Orange,2018-05-31T00:00:00,Pending Construction,"$27,768,056.00 ",63,Greater Los Angeles Counties
30 - Orange,2018-05-31T00:00:00,In Construction,"$148,293,686.00 ",137,Greater Los Angeles Counties
30 - Orange,2018-05-31T00:00:00,In Closure,"$19,618,090.00 ",62,Greater Los Angeles Counties
31 - Placer,2018-05-31T00:00:00,In Review,"$6,494,105.00 ",15,Greater Sacramento Counties
31 - Placer,2018-05-31T00:00:00,Pending Construction,"$5,452,224.00 ",10,Greater Sacramento Counties
31 - Placer,2018-05-31T00:00:00,In Construction,"$39,283,120.00 ",33,Greater Sacramento Counties
31 - Placer,2018-05-31T00:00:00,In Closure,"$583,370.00 ",4,Greater Sacramento Counties
32 - Plumas,2018-05-31T00:00:00,In Review,"$24,000.00 ",1,""
32 - Plumas,2018-05-31T00:00:00,Pending Construction,"$175,000.00 ",3,""
32 - Plumas,2018-05-31T00:00:00,In Construction,"$103,379.00 ",2,""
32 - Plumas,2018-05-31T00:00:00,In Closure,0,0,""
33 - Riverside,2018-05-31T00:00:00,In Review,"$219,199,330.00 ",56,""
33 - Riverside,2018-05-31T00:00:00,Pending Construction,"$44,257,099.00 ",64,""
33 - Riverside,2018-05-31T00:00:00,In Construction,"$402,880,425.00 ",136,""
33 - Riverside,2018-05-31T00:00:00,In Closure,"$114,153,439.00 ",35,""
34 - Sacramento,2018-05-31T00:00:00,In Review,"$134,911,803.00 ",39,Greater Sacramento Counties
34 - Sacramento,2018-05-31T00:00:00,Pending Construction,"$48,527,790.00 ",68,Greater Sacramento Counties
34 - Sacramento,2018-05-31T00:00:00,In Construction,"$293,583,576.00 ",142,Greater Sacramento Counties
34 - Sacramento,2018-05-31T00:00:00,In Closure,"$166,740,647.00 ",37,Greater Sacramento Counties
35 - San Benito,2018-05-31T00:00:00,In Review,0,0,""
35 - San Benito,2018-05-31T00:00:00,Pending Construction,0,0,""
35 - San Benito,2018-05-31T00:00:00,In Construction,"$163,819.00 ",2,""
35 - San Benito,2018-05-31T00:00:00,In Closure,"$26,000.00 ",2,""
36 - San Bernardino,2018-05-31T00:00:00,In Review,"$94,152,060.00 ",58,""
36 - San Bernardino,2018-05-31T00:00:00,Pending Construction,"$34,180,312.00 ",49,""
36 - San Bernardino,2018-05-31T00:00:00,In Construction,"$229,870,383.00 ",132,""
36 - San Bernardino,2018-05-31T00:00:00,In Closure,"$10,238,519.00 ",28,""
37 - San Diego,2018-05-31T00:00:00,In Review,"$121,990,428.00 ",71,""
37 - San Diego,2018-05-31T00:00:00,Pending Construction,"$43,420,326.00 ",100,""
37 - San Diego,2018-05-31T00:00:00,In Construction,"$351,073,740.00 ",232,""
37 - San Diego,2018-05-31T00:00:00,In Closure,"$15,332,336.00 ",43,""
38 - San Francisco,2018-05-31T00:00:00,In Review,"$73,875,700.00 ",42,Bay Area Counties
38 - San Francisco,2018-05-31T00:00:00,Pending Construction,"$53,661,502.00 ",51,Bay Area Counties
38 - San Francisco,2018-05-31T00:00:00,In Construction,"$1,058,335,415.00 ",101,Bay Area Counties
38 - San Francisco,2018-05-31T00:00:00,In Closure,"$163,132,072.00 ",21,Bay Area Counties
39 - San Joaquin,2018-05-31T00:00:00,In Review,"$22,627,003.00 ",16,""
39 - San Joaquin,2018-05-31T00:00:00,Pending Construction,"$12,254,569.00 ",16,""
39 - San Joaquin,2018-05-31T00:00:00,In Construction,"$47,214,626.00 ",27,""
39 - San Joaquin,2018-05-31T00:00:00,In Closure,"$2,204,621.00 ",10,""
40 - San Luis Obispo,2018-05-31T00:00:00,In Review,"$3,333,428.00 ",7,""
40 - San Luis Obispo,2018-05-31T00:00:00,Pending Construction,"$11,150,392.00 ",12,""
40 - San Luis Obispo,2018-05-31T00:00:00,In Construction,"$15,939,353.00 ",26,""
40 - San Luis Obispo,2018-05-31T00:00:00,In Closure,"$662,309.00 ",3,""
41 - San Mateo,2018-05-31T00:00:00,In Review,"$32,655,485.00 ",23,Bay Area Counties
41 - San Mateo,2018-05-31T00:00:00,Pending Construction,"$22,561,588.00 ",28,Bay Area Counties
41 - San Mateo,2018-05-31T00:00:00,In Construction,"$42,534,702.00 ",60,Bay Area Counties
41 - San Mateo,2018-05-31T00:00:00,In Closure,"$4,613,784.00 ",10,Bay Area Counties
42 - Santa Barbara,2018-05-31T00:00:00,In Review,"$30,405,333.00 ",12,""
42 - Santa Barbara,2018-05-31T00:00:00,Pending Construction,"$567,200.00 ",4,""
42 - Santa Barbara,2018-05-31T00:00:00,In Construction,"$154,163,887.00 ",32,""
42 - Santa Barbara,2018-05-31T00:00:00,In Closure,"$1,340,558.00 ",6,""
43 - Santa Clara,2018-05-31T00:00:00,In Review,"$301,826,332.00 ",77,Bay Area Counties
43 - Santa Clara,2018-05-31T00:00:00,Pending Construction,"$89,089,332.00 ",52,Bay Area Counties
43 - Santa Clara,2018-05-31T00:00:00,In Construction,"$1,534,858,492.00 ",131,Bay Area Counties
43 - Santa Clara,2018-05-31T00:00:00,In Closure,"$109,935,973.00 ",24,Bay Area Counties
44 - Santa Cruz,2018-05-31T00:00:00,In Review,"$6,537,076.00 ",8,""
44 - Santa Cruz,2018-05-31T00:00:00,Pending Construction,"$2,069,903.00 ",9,""
44 - Santa Cruz,2018-05-31T00:00:00,In Construction,"$17,967,481.00 ",17,""
44 - Santa Cruz,2018-05-31T00:00:00,In Closure,"$581,942.00 ",5,""
45 - Shasta,2018-05-31T00:00:00,In Review,"$4,862,500.00 ",6,""
45 - Shasta,2018-05-31T00:00:00,Pending Construction,"$10,904,112.00 ",12,""
45 - Shasta,2018-05-31T00:00:00,In Construction,"$5,369,923.00 ",16,""
45 - Shasta,2018-05-31T00:00:00,In Closure,"$3,078,910.00 ",9,""
46 - Sierra,2018-05-31T00:00:00,In Review,0,0,""
46 - Sierra,2018-05-31T00:00:00,Pending Construction,"$85,500.00 ",1,""
46 - Sierra,2018-05-31T00:00:00,In Construction,"$148,000.00 ",1,""
46 - Sierra,2018-05-31T00:00:00,In Closure,0,0,""
47 - Siskiyou,2018-05-31T00:00:00,In Review,"$100,859.00 ",2,""
47 - Siskiyou,2018-05-31T00:00:00,Pending Construction,"$5,409,819.00 ",9,""
47 - Siskiyou,2018-05-31T00:00:00,In Construction,"$916,561.00 ",6,""
47 - Siskiyou,2018-05-31T00:00:00,In Closure,0,0,""
48 - Solano,2018-05-31T00:00:00,In Review,"$14,214,360.00 ",19,Bay Area Counties
48 - Solano,2018-05-31T00:00:00,Pending Construction,"$6,740,854.00 ",16,Bay Area Counties
48 - Solano,2018-05-31T00:00:00,In Construction,"$81,570,604.00 ",21,Bay Area Counties
48 - Solano,2018-05-31T00:00:00,In Closure,"$3,870,843.00 ",8,Bay Area Counties
49 - Sonoma,2018-05-31T00:00:00,In Review,"$41,805,126.00 ",30,Bay Area Counties
49 - Sonoma,2018-05-31T00:00:00,Pending Construction,"$4,577,105.00 ",29,Bay Area Counties
49 - Sonoma,2018-05-31T00:00:00,In Construction,"$23,046,507.00 ",55,Bay Area Counties
49 - Sonoma,2018-05-31T00:00:00,In Closure,"$5,904,118.00 ",18,Bay Area Counties
50 - Stanislaus,2018-05-31T00:00:00,In Review,"$18,463,080.00 ",15,""
50 - Stanislaus,2018-05-31T00:00:00,Pending Construction,"$5,161,145.00 ",21,""
50 - Stanislaus,2018-05-31T00:00:00,In Construction,"$19,437,150.00 ",42,""
50 - Stanislaus,2018-05-31T00:00:00,In Closure,"$723,781.00 ",6,""
51 - Sutter,2018-05-31T00:00:00,In Review,"$17,500.00 ",1,""
51 - Sutter,2018-05-31T00:00:00,Pending Construction,"$5,500.00 ",1,""
51 - Sutter,2018-05-31T00:00:00,In Construction,"$191,005.00 ",2,""
51 - Sutter,2018-05-31T00:00:00,In Closure,"$226,792.00 ",3,""
52 - Tehama,2018-05-31T00:00:00,In Review,"$475,000.00 ",1,""
52 - Tehama,2018-05-31T00:00:00,Pending Construction,"$321,173.00 ",2,""
52 - Tehama,2018-05-31T00:00:00,In Construction,"$2,237,308.00 ",6,""
52 - Tehama,2018-05-31T00:00:00,In Closure,"$212,064.00 ",1,""
53 - Trinity,2018-05-31T00:00:00,In Review,0,0,""
53 - Trinity,2018-05-31T00:00:00,Pending Construction,"$148,500.00 ",2,""
53 - Trinity,2018-05-31T00:00:00,In Construction,"$60,000.00 ",1,""
53 - Trinity,2018-05-31T00:00:00,In Closure,0,0,""
54 - Tulare,2018-05-31T00:00:00,In Review,"$2,546,027.00 ",6,""
54 - Tulare,2018-05-31T00:00:00,Pending Construction,"$12,641,000.00 ",6,""
54 - Tulare,2018-05-31T00:00:00,In Construction,"$57,402,793.00 ",19,""
54 - Tulare,2018-05-31T00:00:00,In Closure,"$1,989,315.00 ",7,""
55 - Tuolumne,2018-05-31T00:00:00,In Review,"$828,000.00 ",1,""
55 - Tuolumne,2018-05-31T00:00:00,Pending Construction,0,0,""
55 - Tuolumne,2018-05-31T00:00:00,In Construction,"$10,000.00 ",1,""
55 - Tuolumne,2018-05-31T00:00:00,In Closure,"$2,261,133.00 ",4,""
56 - Ventura,2018-05-31T00:00:00,In Review,"$12,242,185.00 ",11,Greater Los Angeles Counties
56 - Ventura,2018-05-31T00:00:00,Pending Construction,"$12,154,688.00 ",30,Greater Los Angeles Counties
56 - Ventura,2018-05-31T00:00:00,In Construction,"$306,616,347.00 ",69,Greater Los Angeles Counties
56 - Ventura,2018-05-31T00:00:00,In Closure,"$212,691,621.00 ",8,Greater Los Angeles Counties
57 - Yolo,2018-05-31T00:00:00,In Review,"$16,303,805.00 ",8,Greater Sacramento Counties
57 - Yolo,2018-05-31T00:00:00,Pending Construction,"$2,590,000.00 ",6,Greater Sacramento Counties
57 - Yolo,2018-05-31T00:00:00,In Construction,"$10,607,127.00 ",9,Greater Sacramento Counties
57 - Yolo,2018-05-31T00:00:00,In Closure,"$1,608,402.00 ",4,Greater Sacramento Counties
58 - Yuba,2018-05-31T00:00:00,In Review,0,0,""
58 - Yuba,2018-05-31T00:00:00,Pending Construction,"$1,734,243.00 ",3,""
58 - Yuba,2018-05-31T00:00:00,In Construction,"$58,367,172.00 ",14,""
58 - Yuba,2018-05-31T00:00:00,In Closure,"$89,170,550.00 ",2,""
01 - Alameda,2018-06-14T00:00:00,In Review,"$74,209,077.00 ",51,Bay Area Counties
01 - Alameda,2018-06-14T00:00:00,Pending Construction,"$64,598,428.00 ",68,Bay Area Counties
01 - Alameda,2018-06-14T00:00:00,In Construction,"$664,544,578.00 ",126,Bay Area Counties
01 - Alameda,2018-06-14T00:00:00,In Closure,"$4,766,932.00 ",15,Bay Area Counties
02 - Alpine,2018-06-14T00:00:00,In Review,0,0,""
02 - Alpine,2018-06-14T00:00:00,Pending Construction,0,0,""
02 - Alpine,2018-06-14T00:00:00,In Construction,0,0,""
02 - Alpine,2018-06-14T00:00:00,In Closure,0,0,""
03 - Amador,2018-06-14T00:00:00,In Review,"$16,500.00 ",1,""
03 - Amador,2018-06-14T00:00:00,Pending Construction,0,0,""
03 - Amador,2018-06-14T00:00:00,In Construction,"$2,627,445.00 ",2,""
03 - Amador,2018-06-14T00:00:00,In Closure,"$1,941,898.00 ",3,""
04 - Butte,2018-06-14T00:00:00,In Review,"$88,450,000.00 ",7,""
04 - Butte,2018-06-14T00:00:00,Pending Construction,"$99,400.00 ",3,""
04 - Butte,2018-06-14T00:00:00,In Construction,"$1,715,126.00 ",7,""
04 - Butte,2018-06-14T00:00:00,In Closure,"$104,592.00 ",2,""
05 - Calaveras,2018-06-14T00:00:00,In Review,$0.00 ,0,""
05 - Calaveras,2018-06-14T00:00:00,Pending Construction,"$320,600.00 ",2,""
05 - Calaveras,2018-06-14T00:00:00,In Construction,"$58,500.00 ",2,""
05 - Calaveras,2018-06-14T00:00:00,In Closure,0,0,""
06 - Colusa,2018-06-14T00:00:00,In Review,0,0,""
06 - Colusa,2018-06-14T00:00:00,Pending Construction,0,0,""
06 - Colusa,2018-06-14T00:00:00,In Construction,0,0,""
06 - Colusa,2018-06-14T00:00:00,In Closure,0,0,""
07 - Contra Costa,2018-06-14T00:00:00,In Review,"$24,922,813.00 ",21,Bay Area Counties
07 - Contra Costa,2018-06-14T00:00:00,Pending Construction,"$8,038,031.00 ",33,Bay Area Counties
07 - Contra Costa,2018-06-14T00:00:00,In Construction,"$27,015,803.00 ",50,Bay Area Counties
07 - Contra Costa,2018-06-14T00:00:00,In Closure,"$22,245,581.00 ",27,Bay Area Counties
08 - Del Norte,2018-06-14T00:00:00,In Review,0,0,""
08 - Del Norte,2018-06-14T00:00:00,Pending Construction,"$614,200.00 ",4,""
08 - Del Norte,2018-06-14T00:00:00,In Construction,"$2,248,000.00 ",4,""
08 - Del Norte,2018-06-14T00:00:00,In Closure,0,0,""
09 - El Dorado,2018-06-14T00:00:00,In Review,"$3,000,000.00 ",8,Greater Sacramento Counties
09 - El Dorado,2018-06-14T00:00:00,Pending Construction,"$1,100,000.00 ",1,Greater Sacramento Counties
09 - El Dorado,2018-06-14T00:00:00,In Construction,"$22,501,285.00 ",20,Greater Sacramento Counties
09 - El Dorado,2018-06-14T00:00:00,In Closure,"$21,343.00 ",1,Greater Sacramento Counties
10 - Fresno,2018-06-14T00:00:00,In Review,"$59,152,794.00 ",23,""
10 - Fresno,2018-06-14T00:00:00,Pending Construction,"$77,082,351.00 ",22,""
10 - Fresno,2018-06-14T00:00:00,In Construction,"$64,754,755.00 ",80,""
10 - Fresno,2018-06-14T00:00:00,In Closure,"$3,371,884.00 ",12,""
11 - Glenn,2018-06-14T00:00:00,In Review,0,0,""
11 - Glenn,2018-06-14T00:00:00,Pending Construction,"$12,962,075.00 ",2,""
11 - Glenn,2018-06-14T00:00:00,In Construction,0,0,""
11 - Glenn,2018-06-14T00:00:00,In Closure,0,0,""
12 - Humboldt,2018-06-14T00:00:00,In Review,"$48,000.00 ",2,""
12 - Humboldt,2018-06-14T00:00:00,Pending Construction,"$1,608,100.00 ",3,""
12 - Humboldt,2018-06-14T00:00:00,In Construction,"$99,907,156.00 ",8,""
12 - Humboldt,2018-06-14T00:00:00,In Closure,0,0,""
13 - Imperial,2018-06-14T00:00:00,In Review,"$16,009,000.00 ",4,""
13 - Imperial,2018-06-14T00:00:00,Pending Construction,"$1,800,000.00 ",8,""
13 - Imperial,2018-06-14T00:00:00,In Construction,"$26,132,615.00 ",7,""
13 - Imperial,2018-06-14T00:00:00,In Closure,"$2,453,971.00 ",3,""
14 - Inyo,2018-06-14T00:00:00,In Review,"$20,000.00 ",2,""
14 - Inyo,2018-06-14T00:00:00,Pending Construction,"$80,000.00 ",1,""
14 - Inyo,2018-06-14T00:00:00,In Construction,"$31,200.00 ",2,""
14 - Inyo,2018-06-14T00:00:00,In Closure,"$45,000.00 ",1,""
15 - Kern,2018-06-14T00:00:00,In Review,"$76,093,370.00 ",25,""
15 - Kern,2018-06-14T00:00:00,Pending Construction,"$6,203,296.00 ",25,""
15 - Kern,2018-06-14T00:00:00,In Construction,"$41,524,290.00 ",50,""
15 - Kern,2018-06-14T00:00:00,In Closure,"$4,691,877.00 ",6,""
16 - Kings,2018-06-14T00:00:00,In Review,0,0,""
16 - Kings,2018-06-14T00:00:00,Pending Construction,"$185,000.00 ",2,""
16 - Kings,2018-06-14T00:00:00,In Construction,"$672,525.00 ",5,""
16 - Kings,2018-06-14T00:00:00,In Closure,"$126,397.00 ",1,""
17 - Lake,2018-06-14T00:00:00,In Review,"$468,872.00 ",4,""
17 - Lake,2018-06-14T00:00:00,Pending Construction,"$207,323.00 ",6,""
17 - Lake,2018-06-14T00:00:00,In Construction,"$5,518,979.00 ",11,""
17 - Lake,2018-06-14T00:00:00,In Closure,"$270,725.00 ",3,""
18 - Lassen,2018-06-14T00:00:00,In Review,"$7,664,986.00 ",4,""
